sentimen,tweet,tweet_clean
negatif,Kalau pernyataan bahwa @prabowo  dan @sandiuno  tdk akan ambil gaji di beritakan juga lah #UASdifitnahKejiDanBrutal https://twitter.com/Metro_TV/status/1117108862450978816Â â€¦,kalau nyata bahwa prabowo dan sandiuno tdk akan ambil gaji di berita juga lah uasdifitnah keji dan brutal
negatif,Ngajarin ekonomi mikro sama makro ke pengusaha top kaya pak prabowo dan bang sandi ibarat ngajarin ikan berenang... Padahal udah jago #UASdifitnahKejiDanBrutal,ngajarin ekonomi mikro sama makro ke usaha top kaya pak prabowo dan bang sandi ibarat ngajarin ikan renang padahal udah jago uasdifitnah keji dan brutal
positif,Bukan maksud sy sombong. Sy bisa menghidupi keluarga tanpa kartu2 ini.  Apakah pabowo-sandi melanjutkan? Bisa ya bisa tidak. Mereka hanya janji.  Sy pilih @jokowi bukan untuk sy tapi krn sy harus MEMASTIKAN saudara2 sy yg ekonominya kurang beruntung bisa terbantu dg kartu2 ini.  pic.twitter.com/pfc5zOriur,bukan maksud sy sombong sy bisa hidup keluarga tanpa kartu2 ini apakah pabowo sandi lanjut bisa ya bisa tidak mereka hanya janji sy pilih jokowi bukan untuk sy tapi krn sy harus pasti saudara2 sy yg ekonomi kurang untung bisa bantu dg kartu2 ini
negatif,Yg suka bilang sebentar lagi ekonomi meroket siapa pak @jokowi ??? Katanya sih capres 2014 itu.. #UASdifitnahKejiDanBrutal,yg suka bilang sebentar lagi ekonomi roket siapa pak jokowi kata sih capres 2014 itu uasdifitnah keji dan brutal
positif,"Aku memang setuju macro ekonominya jokowi jago bgt. Meski mungkin itu memang rancangan yg sudah ditulis sm ahli ahli yg merancang pembangunan indonesia ya. Tapi, jokowi memang memahami dg baik  https://twitter.com/snpftk/status/1117079444647059456Â â€¦",aku memang tuju macro ekonomi jokowi jago bgt meski mungkin itu memang rancang yg sudah tulis sm ahli ahli yg rancang bangun indonesia ya tapi jokowi memang paham dg baik
positif,"Sesuatu yang benar, belum tentu baik. Sesuatu yang bagus, belum tentu berharga. jokowi",sesuatu yang benar belum tentu baik sesuatu yang bagus belum tentu harga jokowi
negatif,Percuma infrastruktur bagus kalo roda perekonomian yg jalan cuman nguntungin asing ama aseng   Saya pilih pemimpin yg pro rakyat pribumi aja deh yaaa #GantiPresiden,percuma infrastruktur bagus kalo roda ekonomi yg jalan cuman nguntungin asing ama aseng saya pilih pimpin yg pro rakyat pribumi aja deh yaaa ganti presiden
negatif,Ngakunya... ya ngakunya... Prabowo perhatian pada rakyat kecil. Ini baru HOAX yang sebenarnya. Karyawannya di PT Kiani Kertas Nusantara terkatung-katung tanpa gaji dan THR. Selesaikan dulu masalahmu Bowok... sebelum menyelesaian masalah rakyat kecil.  https://www.google.com/amp/s/m.bisnis.com/amp/read/20190226/15/893349/-pt-kertas-nusantara-tak-mampu-gaji-1.400-karyawannyaÂ â€¦,ngakunya ya ngakunya prabowo perhati pada rakyat kecil ini baru hoax yang benar karyawannya di pt kiani kertas nusantara katung katung tanpa gaji dan thr selesai dulu masalah bowok belum selesai masalah rakyat kecil
negatif,"Amin.... Pelajaran berharga.. Fitnah kejam sepwrti ini telah di berikan kepada HRS tahun lalu.. Begitu mudah kan, rezim ini acak2 Ulama dan umat Islam... Siapa pelakunya?   Pelakunya Tdk jauh wereng coklat dipaksa jagal talangsari.",amin ajar harga fitnah kejam sepwrti ini telah di ikan kepada hrs tahun lalu begitu mudah kan rezim ini acak2 ulama dan umat islam siapa laku laku tdk jauh wereng coklat paksa jagal talangsari
positif,"Trans Sumatra akan menunjang pertumbuhan ekonomi di Sumatera dan membantu pemerataan sosial di Sumatera. Logistik, bahan bakar, dan keperluan lain akan lebih mudah dikirimkan karena sudah ada jalur yang memadai. Jokowi mewujudkan kemajuan bagi Pulau Sumatera lewat Trans Sumatra",trans sumatra akan tunjang tumbuh ekonomi di sumatera dan bantu rata sosial di sumatera logistik bahan bakar dan perlu lain akan lebih mudah kirim karena sudah ada jalur yang pada jokowi wujud maju bagi pulau sumatera lewat trans sumatra
netral,"Di Debat Terakhir Capres, Prabowo Sebut Ekonomi RI Salah Arah  http://dlvr.it/R2npGqÂ  pic.twitter.com/6adkV9qpGq",di debat akhir capres prabowo sebut ekonomi ri salah arah
positif,"Jokowi, udahdeh anda jadi pelawak aja. Saya peratiin kayaknya cocok  Daripada ngurusin negara, gaji seorang pelawak bisa lebih gede dari gaji presiden looo ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",jokowi udahdeh anda jadi lawak aja saya peratiin kayak cocok daripada ngurusin negara gaji orang lawak bisa lebih gede dari gaji presiden looo
positif,"Hahahaha, sebuah negara memiliki skala prioritas bang, mana yg bernilai keekonomian secara makro mana yg nano atau piko. Saat ini kita sangat tergantung pada impor, baik bahan baku, pangan, atau elektronik. Itu dulu yg dikejar. Pertumbujan ekonomi stagnan...",hahahaha buah negara milik skala prioritas bang mana yg nilai ekonomi cara makro mana yg nano atau piko saat ini kita sangat gantung pada impor baik bahan baku pangan atau elektronik itu dulu yg kejar pertumbujan ekonomi stagnan
positif,Debat terakhir ya allah pamungkas bangett ya...prabowo sandi bilang klo terpilih menjadi presiden dan wakil presiden dia akan menyumbangkan seluruh gajinya tuk rakyat yg tidak mampu...masya allah mulia banget pak prabowo dan bang sandi...,debat akhir ya allah pamungkas bangett ya prabowo sandi bilang klo pilih jadi presiden dan wakil presiden dia akan sumbang seluruh gaji tuk rakyat yg tidak mampu masya allah mulia banget pak prabowo dan bang sandi
positif,semoga dengan adanya tol trans sumatra akan membuat perekonomian di indonesia makin lancar dan maju!,moga dengan ada tol trans sumatra akan buat ekonomi di indonesia makin lancar dan maju
negatif,Katanya Prabowo gak mau terima gaji... pasti ini exit plan untuk tidak memberi gaji karyawan PT Kiani Kertas yang sudah 4 tahun tidak  menerima gaji. Katanya perhatian pada rakyat kecil... karyawannya sendiri tidak digaji. MUNAFIKUN!!!  https://m.cnnindonesia.com/ekonomi/20180614211233-92-306178/karyawan-kertas-nusantara-tagih-gaji-dan-thr-mandek-4-tahunÂ â€¦,kata prabowo gak mau terima gaji pasti ini exit plan untuk tidak beri gaji karyawan pt kiani kertas yang sudah 4 tahun tidak terima gaji kata perhati pada rakyat kecil karyawannya sendiri tidak gaji munafikun
positif,"Saya tidak butuh jl tol, yg saya butuhkan hasil pertanian harga jual ditingkatkan.",saya tidak butuh jl tol yg saya butuh hasil tani harga jual tingkat
netral,"Consol games tu hardware bung, esport itu pemanfaatannya. Lah memang nggak ada dampak keekonomiannya secara masif, lah terus kenapa pak @jokowi sepertinya bangga banget dengan esport ini? Neh dampaknya esports..  pic.twitter.com/IxU0nBrRPU",consol games tu hardware bung esport itu manfaat lah memang nggak ada dampak ekonomi cara masif lah terus kenapa pak jokowi seperti bangga banget dengan esport ini neh dampak esports
positif,Mau gajinya dibayar? Tusuk Prabowo Sandi Mau Verpool juara liga? Tusuk Prabowo Sandi ðŸ˜,mau gaji bayar tusuk prabowo sandi mau verpool juara liga tusuk prabowo sandi
negatif,Kenapa ekonominya ? 7% bukannya target ? kalau idola elo bicara 2 digit itu gimana ?  Terbukti kan ane bilang tegas ya seperti apa,kenapa ekonomi 7 bukan target kalau idola elo bicara 2 digit itu gimana bukti kan ane bilang tegas ya seperti apa
positif,"Pak,  mahal harganya.  Gabisa diturunin ya?  Dari Aku, si missqueen yang pengen lewat jalan tol pake mobil pribadi.  Jangan bilang harus kerja dong biar supaya ga missqueen. Ibarat nyari kerja itu kaya lagi nyari jodoh. Ga gampang tcoy",pak mahal harga gabisa diturunin ya dari aku si missqueen yang ken lewat jalan tol pake mobil pribadi jangan bilang harus kerja dong biar supaya ga missqueen ibarat nyari kerja itu kaya lagi nyari jodoh ga gampang tcoy
netral,Jokowi: RI Akan Masuk 4 Besar Kekuatan Ekonomi pada 2045  https://bisnis.tempo.co/read/1195412/jokowi-ri-akan-masuk-4-besar-kekuatan-ekonomi-pada-2045?utm_source=Digital%20Marketing&utm_medium=Facebook&utm_campaign=dlvritÂ â€¦,jokowi ri akan masuk 4 besar kuat ekonomi pada 2045
netral,"Prabowo - Sandi itu pengusaha, mereka tdk digaji tapi biasa menggaji ðŸ˜ƒ .",prabowo sandi itu usaha mereka tdk gaji tapi biasa gaji
netral,"Tolong lihat dampak buruknya bing, mana yg banyak manfaat dan mana yg banyak mudharatnya. Pahami dulu semuanya. Jangan membenarkan segala sesuatu hanya dengan segi keekonomiannya saja. pic.twitter.com/rUF9XQBxMx",tolong lihat dampak buruk bing mana yg banyak manfaat dan mana yg banyak mudharatnya paham dulu semua jangan benar segala sesuatu hanya dengan segi ekonomi saja
positif,Ucapan Pak @prabowo dan Bang @sandiuno yang akan menyumbangkan seluruh gajinya jika terpilih semakin memantapkan kami untuk  menentukan pilihan kpd #PrabowoSandi #TusukPrabowoSandi #UASdifitnahKejiDanBrutal,ucap pak prabowo dan bang sandiuno yang akan sumbang seluruh gaji jika pilih makin mantap kami untuk tentu pilih kpd prabowo sandi tusuk prabowo sandi uasdifitnah keji dan brutal
netral,Prabowo-Sandi Tak Akan Ambil Gaji Sepeser pun Jika Terpilih   https://kumparan.com/@kumparannews/prabowo-sandi-tak-akan-ambil-gaji-sepeser-pun-jika-terpilih-1qsh5p8XjqeÂ â€¦ #UASdifitnahKejiDanBrutal,prabowo sandi tak akan ambil gaji peser pun jika pilih uasdifitnah keji dan brutal
netral,mkin yg d maksud kiani kertas ga mampu bayar gaji buruhz kali...?ato kiani kertas g produksi kertas tp produksi utang k karyawabx,mkin yg d maksud kiani kertas ga mampu bayar gaji buruhz kali ato kiani kertas g produksi kertas tp produksi utang k karyawabx
positif,"Capres kaleng2 selalu hoax, harga2 melambung Faktanya harga stabil, inflasi normal dan grafik menurun. Mengelola OkE Oce gagal mau ngomongin ekonomi makro!? Di libas lu ma @jokowi  Akhirnya sikaleng2 itu bilang..  #bukansalahbapak @NasrRudi pic.twitter.com/5k5LyrNGwn",capres kaleng2 selalu hoax harga2 lambung fakta harga stabil inflasi normal dan grafik turun kelola oke oce gagal mau ngomongin ekonomi makro di libas lu ma jokowi akhir sikaleng2 itu bilang bukansalahbapak nasrrudi
negatif,"Eh bung, tolong bedakan startup sebagai monetizing dan hobi yg di monetize, startup jelas ada nilai keekonomian yg besar, tapi hobi? Hanya segelintir orang yg melakukannya, dan bukan kebutuhan. Ya Allah masa harus saya jelaskan seh bedanya panjang lebar bung...",eh bung tolong bedak startup bagai monetizing dan hobi yg di monetize startup jelas ada nilai ekonomi yg besar tapi hobi hanya gelintir orang yg laku dan bukan butuh ya allah masa harus saya jelas seh beda panjang lebar bung
negatif,"Mas ari narang, prabowo sandi itu horang kayah. Yang tiap tahun setor pajak hingga ratusan juta. Emang junjungan situ. Pinternya ngambil duit haji saking kebanyakan utang",mas ari narang prabowo sandi itu horang kayah yang tiap tahun setor pajak hingga ratus juta emang junjung situ pinternya ngambil duit haji saking banyak utang
netral,"Ada sebagian kader PD yg gak terima tp disisi lain prabowo bilang ekonomi indo rusak krn presiden sebelumnya, tp anda bilang ini ciri koalisi berkelas, kayaknya anda lg menghibur diri",ada bagi kader pd yg gak terima tp sisi lain prabowo bilang ekonomi indo rusak krn presiden belum tp anda bilang ini ciri koalisi kelas kayak anda lg hibur diri
netral,WALAU BANYAK DIBANGUN JALAN NEGARA & JALAN TOL. HARUS DISADARI BAHWA INDONESIA MASIH KALAH JAUH DENGAN MALAYSIA UNTUK ITU PEMBANGUNAN SECARA BESAR2AN HARUS TERUS DILANJUTKAN SAMPAI MELEBIHI MALAYSIA POTENSI INDONESIA LUAR BIASA KALO BERHASIL PASTI MENJADI RAKSASA EKONOMI DUNIA,walau banyak bangun jalan negara jalan tol harus sadar bahwa indonesia masih kalah jauh dengan malaysia untuk itu bangun cara besar2an harus terus lanjut sampai lebih malaysia potensi indonesia luar biasa kalo hasil pasti jadi raksasa ekonomi dunia
negatif,klo ada yg percya gaji @prabowo dan @sandiuno akn dsumbangkan jika jd presiden bearti = FIX orang dungu,klo ada yg percya gaji prabowo dan sandiuno akn dsumbangkan jika jd presiden bearti fix orang dungu
positif,"maju terus Sumatra semoga dgn adanya jalan Tol ini pertumbuhan ekonomi semakin banyakkkkk, aamiinn",maju terus sumatra moga dgn ada jalan tol ini tumbuh ekonomi makin banyakkkkk aamiinn
positif,"Bentar dulu, awalnya narasi elo kan pembangunan terutama tol, kok lari sekarang bahas ekonomi dan temennya, ayo belajar konsisten tema yg elo singgung wkwkwkwk  #17AprilCoblosJokowiAmin #17AprilCoblosBajuPutih",bentar dulu awal narasi elo kan bangun utama tol kok lari sekarang bahas ekonomi dan temennya ayo ajar konsisten tema yg elo singgung wkwkwkwk 17 april coblos jokowi amin 17 april coblos baju putih
netral,"Bahkan TOL juga cmn melanjutkan, jd bukan prestasi  Ekonomi gimana? Rupiah? Devisa? Inflasi?  Itu lebih PENTING dari sebuah proyek tanpa platform???  Bandara Kertajati Sepi, Berapa Uang yang 'Dibakar'? http://Tirto.IDÂ ",bahkan tol juga cmn lanjut jd bukan prestasi ekonomi gimana rupiah devisa inflasi itu lebih penting dari buah proyek tanpa platform bandara kertajati sepi berapa uang yang bakar
positif,Setuju... Ga ada harga dirinya lagi partai Demokrat...!! Jangan hanya memikirkan karena ada bu Mega di sisi Jokowi pak.. @SBYudhoyono Kehidupan dan masa depan bangsa lebih penting daripada emosi seseorang !,tuju ga ada harga diri lagi partai demokrat jangan hanya pikir karena ada bu mega di sisi jokowi pak sbyudhoyono hidup dan masa depan bangsa lebih penting daripada emosi orang
positif,"tidak semua nitijen paham ekonomi makro, jadi pengennya yg instan, yg langsung dirasakan tiap2 individu, betapa beratnya jadi presiden indonesia sudah mbangun ini itu, mikir ini itu, masih saja dihujat entah ganti presiden atau tidak, saya rasa nitijen emang cuma bisa ngehujat",tidak semua nitijen paham ekonomi makro jadi ken yg instan yg langsung rasa tiap2 individu betapa berat jadi presiden indonesia sudah mbangun ini itu mikir ini itu masih saja hujat entah ganti presiden atau tidak saya rasa nitijen emang cuma bisa ngehujat
netral,"Bangsa yg besar, Bangsa yg menghargai Budayanya... Itulah Indonesia...Nusantara ku... â¤ï¸",bangsa yg besar bangsa yg harga budaya itu indonesia nusantara ku
negatif,Dampaknya ekonominya gimana? 7%? Otak mana otak ðŸ˜‚ plonga plongo doang si,dampak ekonomi gimana 7 otak mana otak plonga plongo doang si
negatif,"Yaa krn memang di mata @prabowo, @SBYudhoyono gak dianggap berharga..  Ayoo pak.. tempeleng balik donkk..",yaa krn memang di mata prabowo sbyudhoyono gak anggap harga ayoo pak tempeleng balik donkk
netral,Pertama kalinya di Indonesia baru di era kepemimpinan Jokowi harga BBM merata di seluruh Indonesia. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih,pertama kali di indonesia baru di era pimpin jokowi harga bbm rata di seluruh indonesia pilih orang baik pilih jelas islam pilih baju putih
positif,"Dengan mencoblos PROBOWO SANDI anda ikut beramal. Karena selama 5 tahun,  gaji Prabowo sandi  akan di sumbangkan ke fakir miskin,kaum duafa,dll",dengan coblos probowo sandi anda ikut amal karena lama 5 tahun gaji prabowo sandi akan di sumbang ke fakir miskin kaum duafa dll
positif,Kebijakan Jokowi untuk BBM satu harga merupakan bentuk nyata keadilan sosial bagi rakyat Indonesia. #PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih,bijak jokowi untuk bbm satu harga rupa bentuk nyata adil sosial bagi rakyat indonesia pilih orang baik pilih jelas islam pilih baju putih
netral,Dewi Dan Dedi Jadi Andalan Pemerataan Ekonomi Jokowi Kedepan ,dewi dan dedi jadi andal rata ekonomi jokowi depan
netral,Komitmen Prabowo-Sandi Tak Akan Ambil Gaji Serupiah Pun Jika Terpilih  http://dlvr.it/R2lf3yÂ ,komitmen prabowo sandi tak akan ambil gaji rupiah pun jika pilih
positif,"Ada yg mencoba menarik simpati dgn cara menjadi korban hacker, agar di kasihani dan didukung.. kami tetap menduking bapak @jokowi yg hasil kerja nyata nya sdh terbukti bukan hanya janji ini murah, itu murah, gak ambil gaji lah Ini 2019 bung, bukan jaman orba. #CoblosPutihJokowi",ada yg coba tarik simpati dgn cara jadi korban hacker agar di kasihan dan dukung kami tetap menduking bapak jokowi yg hasil kerja nyata nya sdh bukti bukan hanya janji ini murah itu murah gak ambil gaji lah ini 2019 bung bukan jaman orba coblos putih jokowi
netral,"Gara-gara ketimpangan ekonomi, Prabowo Salahkan Para Presiden Sebelum Jokowi. #01JOKOWIAMIN #JokowiMenangTotalDebat @JKFC23456789 @Paltiwest @AlvinoLulu @katerinaKwari https://nasional.kompas.com/read/2019/04/13/21502121/saat-prabowo-salahkan-para-presiden-sebelum-jokowi-soal-perekonomian-negaraÂ â€¦",gara gara timpang ekonomi prabowo salah para presiden belum jokowi 01 jokowiamin jokowi menang total debat jkfc23456789 paltiwest alvinolulu katerinakwari
netral,#PopulerB1 10: Jokowi: Naikkan Tax Ratio Drastis Bisa Guncang Ekonomi  http://brt.st/6b4KÂ ,populer b1 10 jokowi naik tax ratio drastis bisa guncang ekonomi
netral,Ini yg katanya ahli ekonomi klrg itu ya ? Cc @tvOneNews @KompasTV @TRANS7  ..,ini yg kata ahli ekonomi klrg itu ya cc tvonenews kompastv trans7
positif,Ini yang ditanyakan jokowi Katanya ekonomi digital  Alhamdullilah jawaban pak prabowo mantap betul   http://sains.kompas.com/read/2018/06/19/192900123/who-resmi-tetapkan-kecanduan-game-sebagai-gangguan-mental?utm_source=WhatsappÂ â€¦,ini yang tanya jokowi kata ekonomi digital alhamdullilah jawab pak prabowo mantap betul
netral,"Soal Ekonomi, Prabowo: Kita Salah Jalan ",soal ekonomi prabowo kita salah jalan
negatif,"Yang tanya yang bloon , pertanyaan jebakan. Ekonomi digital kok mobile legend  Alhamdullilah prabowo nggak terjebak.  https://twitter.com/Stevaniehuangg/status/1117271858141786112Â â€¦",yang tanya yang bloon tanya jebak ekonomi digital kok mobile legend alhamdullilah prabowo nggak jebak
positif,kita ikut sodaqoh... dengan ikhlas memilih @prabowo @sandiuno karena gaji mereka dipakai utk menyantuni anak yatim dan faqir miskin... sodaqoh vote bernilai sodaqoh,kita ikut sodaqoh dengan ikhlas pilih prabowo sandiuno karena gaji mereka pakai utk santun anak yatim dan faqir miskin sodaqoh vote nilai sodaqoh
positif,"Moga apa yg dicontohkan oleh Ustadz Abdul Shomad yg minta dk diundang ke Istana, & tdk diberi jabatan apapun jk Prabowo-Sandi mjd Presiden, & Prabowo-Sandi tdk akan mengambil gaji nya, akan banyak muncul orang2 ikhlas yg berjuang utk Indonesia Adil dan Makmur  https://twitter.com/SurYosodipuro_/status/1117424472686874630Â â€¦",moga apa yg contoh oleh ustadz abdul shomad yg minta dk undang ke istana tdk beri jabat apa jk prabowo sandi mjd presiden prabowo sandi tdk akan ambil gaji nya akan banyak muncul orang2 ikhlas yg juang utk indonesia adil dan makmur
netral,"â€œUang sebesar itu dapat digunakan untuk membangun sekolah, membangun rumah sakit, meningkatkan kesejahteraaan rakyat melalui program ekonomi produktif dan perlindungan sosial, serta membangun lebih banyak lagi infrastruktur,"" tegas Jokowi. #PilihOrangBaik #PilihJelasIslamnya",uang besar itu dapat guna untuk bangun sekolah bangun rumah sakit tingkat kesejahteraaan rakyat lalu program ekonomi produktif dan lindung sosial serta bangun lebih banyak lagi infrastruktur tegas jokowi pilih orang baik pilih jelas islam
negatif,Pecatan gak ngerti ekonomi ðŸ˜‚ðŸ˜‚ðŸ˜‚ Ngerti nya di sawer lu wo pic.twitter.com/ztf4KwJTgj,pecat gak ngerti ekonomi ngerti nya di sawer lu wo
negatif,Gak butuh gaji..disawer kok diterima...Gaji katanya bisa meningkatkan kinerja dan tanggung jawab.,gak butuh gaji sawer kok terima gaji kata bisa tingkat kerja dan tanggung jawab
positif,"Saya simpati pd kedua Paslon PS meski blm pernah bcr pjg jk ketemu. Namun, jujur sj, yg sgt sy khawatirkan adlh jk beliau ini melanjutkan Sistem Ekonomi Kolonial yg mengeksploitasi rakyat banyak & kekayaan bangsa & anak cucu krn blm paham dg EKONOMI BERKEADILANnya PANCASILA.",saya simpati pd dua paslon ps meski blm pernah bcr pjg jk ketemu namun jujur sj yg sgt sy khawatir adlh jk beliau ini lanjut sistem ekonomi kolonial yg eksploitasi rakyat banyak kaya bangsa anak cucu krn blm paham dg ekonomi adil pancasila
negatif,ORA SUDI PILIH JOKOWI LAGI ..KAPOK DAN NEG ..2014 PILIH BERHARAP JANJI  JANJINYA SESUAI OMONGANNYA TAPI REALITANYA BIKIN KACAU BALAU EKONOMI  NEGERI INI ... 2019 KELUARGA BESAR KAMI SEPAKAT PILIH 02 PRABOWO SANDI  UNTUK PERUBAHAN DAN HILANGNYA KEDHOLIMAN DAN KETIDAKADILAN  https://twitter.com/geloraco/status/1117340875229556737Â â€¦,ora sudi pilih jokowi lagi kapok dan neg 2014 pilih harap janji janji sesuai omong tapi realitanya bikin kacau balau ekonomi negeri ini 2019 keluarga besar kami sepakat pilih 02 prabowo sandi untuk ubah dan hilang kedholiman dan ketidakadilan
positif,"ASN dr zaman soeharto sampai sekarang jiwanya masih kalau ada uang urusan lancar dr dulu perekrutan ASN salah, ini yg mau dibenahi jokowi bkn asal menaikkan gaji dan mengangkat honorer sprti jnji prabowo lalu ektp mbak cepat jadi",asn dr zaman soeharto sampai sekarang jiwa masih kalau ada uang urus lancar dr dulu rekrut asn salah ini yg mau benah jokowi bkn asal naik gaji dan angkat honorer sprti jnji prabowo lalu ektp mbak cepat jadi
positif,"Kami titipkan amanah kami kepadamu bang, tetaplah perjuangkan ekonomi kerakyatan",kami titip amanah kami kepada bang tetap juang ekonomi rakyat
negatif,Apakah jessnolimit itu seorang negarawan? Apa urusannya game dgn kesejahteraan rakyat? Ini yg jadi tema soal ekonomi jelas berdasarkan ekonomi negara yg mengurus kepentingan umum kepentingan pokok masyarakat bukan games,apakah jessnolimit itu orang negarawan apa urus game dgn sejahtera rakyat ini yg jadi tema soal ekonomi jelas dasar ekonomi negara yg urus penting umum penting pokok masyarakat bukan games
netral,"Pasca dilantik menjadi Presiden, Joko Widodo (Jokowi) tidak membuang waktu. Dengan agenda utama reformasi ekonomi, konektivitas antar wilayah dan produktivitas #pilihorangbaik",pasca lantik jadi presiden joko widodo jokowi tidak buang waktu dengan agenda utama reformasi ekonomi konektivitas antar wilayah dan produktivitas pilihorangbaik
netral,Capres #01 @jokowi: Nasabah usaha mikro di pesantren hampir 90 persen adalah wanita. Kami meyakini program kita bisa memberikan kemandirian bagi ekonomi keluarga.  #DebatPilpres2019 pic.twitter.com/f5XAZfXLGR,capres 01 jokowi nasabah usaha mikro di pesantren hampir 90 persen adalah wanita kami yakin program kita bisa beri mandiri bagi ekonomi keluarga debat pilpres2019
positif,"mahal ini! kelassss! masyaallah.... ""BILA TERPILIH PRABOWO-SANDI JANJI TAK AMBIL GAJI"" #Catatan https://twitter.com/RanupsProSandi/status/1117414932142628864Â â€¦",mahal ini kelassss masyaallah bila pilih prabowo sandi janji tak ambil gaji catat
netral,"Apa yang akan bapak Prabowo lakukan dalam rangka pengembangan ekonomi digital, dalam hal ini pengembangan E-sport, Mobile Legend ke depan,",apa yang akan bapak prabowo laku dalam rangka kembang ekonomi digital dalam hal ini kembang e sport mobile legend ke depan
negatif,.... Sangat aneh dan membingungkan kalau ada LetJen Pecatan yg seumur2 cuma di Militer tdk pernah jadi Menteri pun Tetapi Berkali2 Mengatakan dari DULU Ekonomi Salah Arah.... Pertanyaannya Salah ArahNya Dimana...??  Dan Solusinya Apa...??   Betul2 Ngawur.,sangat aneh dan bingung kalau ada letjen pecat yg seumur2 cuma di militer tdk pernah jadi menteri pun tetapi berkali2 kata dari dulu ekonomi salah arah tanya salah arah mana dan solusi apa betul2 ngawur
netral,"Pemerintah Jokowi begitu bersemangat untuk memastikan berjalannya pembangkit listrik #PLTUCilacap demi memasok aliran listrik untuk rumah tangga, industri dan ekonomi Indonesia lebih baik. #JokowiMembangun #2019PilihJokowi #JokowiOrangBaik #JokowiLagi pic.twitter.com/qBCVOeHVHG",perintah jokowi begitu semangat untuk pasti jalan bangkit listrik pltucilacap demi pasok alir listrik untuk rumah tangga industri dan ekonomi indonesia lebih baik jokowi bangun 2019 pilih jokowi jokowi orang baik jokowi lagi
negatif,"Tampangnya pengangguran gitu. mental pak ogah.. org dungu kaya gitu paling gampang di bodohin, dijanjiin hidup senang jika prabowo menang udh pasti harga mati. Emang jika wowo menang hidupnya bakal enak.. ngimpi..!",tampang anggur gitu mental pak ogah org dungu kaya gitu paling gampang di bodohin dijanjiin hidup senang jika prabowo menang udh pasti harga mati emang jika wowo menang hidup bakal enak ngimpi
netral,#JokowiMenangTotalDebat 3 kartu Jokowi jadi jurus jitu program untuk kesejahteraan dan peningkatan ekonomi Indonesia #01ndonesiaMaju,jokowi menang total debat 3 kartu jokowi jadi jurus jitu program untuk sejahtera dan tingkat ekonomi indonesia 01ndonesia maju
negatif,"Nah kan, buanyak beeng yg nyinyirin ttg janji Pak @prabowo dan Bang @sandiuno gak akan ambil gaji. Miris liat kelakuan orang2 yg jempolnya loncer kek gini. Gak tau ya, nyinyirin orang shodaqoh itu ciri2 munafiqun? Lihat At Tawbah : 79  #UASdifitnahKejiDanBrutal",nah kan buanyak beeng yg nyinyirin ttg janji pak prabowo dan bang sandiuno gak akan ambil gaji miris liat laku orang2 yg jempol loncer kek gin gak tau ya nyinyirin orang shodaqoh itu ciri2 munafiqun lihat at tawbah 79 uasdifitnah keji dan brutal
negatif,Inilah kelakuan para jongos2nya si @jokowi terus menebar kebencian sehingga akhirnya kini mayoritas rakyat dmn2 menginginkan ganti presiden.. dan itu harga mati !! Mo curang silahkan berarti siap2 di gulingkan !!  #PeoplePower #Chaos,ini laku para jongos2nya si jokowi terus tebar benci sehingga akhir kini mayoritas rakyat dmn2 ingin ganti presiden dan itu harga mati mo curang silah arti siap2 di guling people power chaos
netral,Rizal Ramli: Ekonomi Indonesia Tumbuh 8 Persen Kalau Prabowo Terpilih  https://m.kumparan.com/@kumparanbisnis/rizal-ramli-ekonomi-indonesia-tumbuh-8-persen-kalau-prabowo-terpilih-1qstkGylUX7?utm_medium=post&utm_source=Facebook&utm_campaign=intÂ â€¦,rizal ramli ekonomi indonesia tumbuh 8 persen kalau prabowo pilih
positif,"Insyaallah sudah paham Mbah. Maksud saya, apakah perlu kita menimbang ulang NKRI yg oleh banyak orang dilabeli harga mati. Yg padahal sejatinya sudah diperkosa berkali kali. Sedangkan output harga mati tersebut adalah dikebirinya berbagai landasan fundamental negara ini. ðŸ™ðŸ™ðŸ™",insyaallah sudah paham mbah maksud saya apakah perlu kita timbang ulang nkri yg oleh banyak orang label harga mati yg padahal sejati sudah perkosa kali kali sedang output harga mati sebut adalah kebiri bagai landas fundamental negara ini
positif,"Setuju,,,  Tp tweet anda itu ga pantas dgn kata"" seperti itu. Apa perkataan anda itu benar??  Kalau salah ,anda bs kena tuntut...  Saling menghargai,,sebaiknya anda pakai sopan santun dlm berbicara",tuju tp tweet anda itu ga pantas dgn kata seperti itu apa kata anda itu benar kalau salah anda bs kena tuntut saling harga baik anda pakai sopan santun dlm bicara
